Job ID Naukri,Job Title,Company Name,Required Skills,Website Link,Posted on,Job Description,Experience Required,Salary,Job Location,Employment Type
060124005930,Junior Relationship Executive,Muthoot Finance,"business development,accounting,fresher,graduate,cross selling,financial services,finance,sales",www.naukri.com/job-listings-junior-relationship-executive-muthoot-finance-korba-chhattisgarh-saraipali-chhattisgarh-bilaspur-chhattisgarh-0-to-2-years-060124005930,06/01/2024,"Minimum Education Qualification: - Must be a Graduate-Regular (Non IT),Freshers can apply . JOB DESCRIPTION FOR JRE (Males Only) (Age upto 29 years)  Locations (Only nearest residents will be hired ) :- . Bilaspur .  Perks and Benefits . Salary (Between Rs.13000 to Rs.17000) + Monthly Incentives + Bonus+ TA/ DA (Official Work Only)+ Foreign Trips (Based on performance)",0-5 Yrs,2.25-2.75 Lacs PA,"Korba, Saraipali, Chhattisgarh, Bilaspur","Full Time, Permanent"
060124005733,Customer Care Executive,Teleperformance (TP),"Inbound Voice Process,Voice Support,Outbound Calling,Process,Voice,Customer care,Voice process,Inbound",www.naukri.com/job-listings-customer-care-executive-teleperformance-tp-bengaluru-0-to-1-years-060124005733,06/01/2024,Should be open to work in a night shift Female - 8AM-8PM shift.  Male - 24*7 shift. 6 days working with 1 week off. Interview: Walk-in. 100% Work from Office. Job Type: Full-time  Must be good in follow up and interpersonal skills Experience in working in 24x7 environment is a must,0-1 Yrs,"50,000-2.5 Lacs PA",Bengaluru,"Full Time, Permanent"
060124005684,Customer Care Executive,Teleperformance (TP),"Outbound Calling,Inbound Voice Process,Voice Support,Process,Voice,Customer care,Voice process,Inbound",www.naukri.com/job-listings-customer-care-executive-teleperformance-tp-bengaluru-0-to-4-years-060124005684,06/01/2024,"Opening is till 9th of Jan 2024 Hiring for Customer Support Executive(Domestic Voice Process) for our esteemed client. Any Graduate/ Under Graduate with Good communication skills in English and Hindi can apply. Experience should be in escalation department. Roles & Responsibilities   1.Must be good in follow up and interpersonal skills.  2.Experience in working in 24x7 environment is a must.  3.Should be open to work in a night shift.  4.We are looking candidates for the position for Inbound process   Desired Candidate Profile Salary: Up to 35000 CTC per month Experience: Min 1year  Job Location: Bangalore Female - 24*7 shift 6 days working with 1 week off Interview: Walk-in 100% Work from Office Job Type: Full-time Interview Location: DSR Smartworks near skr kalyanam, varthur road, Marathahalli, Bangalore. Work Location: koramangala As soon you reach office contact HR Arti- 8092285631",0-1 Yrs,"50,000-2.5 Lacs PA",Bengaluru,"Full Time, Permanent"
060124005515,Customer Support Executive,Teleperformance (TP),"Outbound Process,Voice Support,Customer support,Voice,Outbound,Process",www.naukri.com/job-listings-customer-support-executive-teleperformance-tp-chennai-0-to-4-years-060124005515,06/01/2024,We are hiring for Customer Support Executive(Domestic Voice Process) for our esteemed client.  . Any Graduate . Good communication skills in English and Hindi can apply.  . Freshers with interest in BPO industry should apply Preferred candidate profile:  . Only Graduate  Good communication skills in Hindi,0-4 Yrs,"50,000-2.5 Lacs PA",Chennai,"Full Time, Permanent"
060124005467,Housekeeping Executive,PVR Cinemas,"Hotel Management,housekeeping Supervisor,Hospitality,Facility Administration,Housekeeping Management,Facility Management,Facilities,Management",www.naukri.com/job-listings-housekeeping-executive-pvr-cinemas-kolkata-0-to-3-years-060124005467,06/01/2024,To take shift duties during scheduled activity of Carpet & Chair shampooing and Pest Control To be present personally supervise auditorium cleaning at the end of each show in his shift Recommends changes as necessary to increase efficiency levels minimizing time required for cleaning auditorium at the end of each show Preferred candidate profile . .,0-3 Yrs,"50,000-2.5 Lacs PA",Kolkata(Airport +1),"Full Time, Permanent"
060124004956,International Voice Process Executive -Airline Process - Walk In Drive,IGT Solutions,"International Ticketing,Airline Process,Reservation,Travel Process,GDS,International Voice,Air Ticketing,International Calling",www.naukri.com/job-listings-international-voice-process-executive-airline-process-walk-in-drive-igt-solutions-bengaluru-0-to-2-years-060124004956,08/01/2024,"Dear candidate, Greetings from IGT  International Voice customer support hiring,(Airline Process) Contact HR Zulfi: 9945093145 Designation: Process Associate Job Description: •         Supporting the customer through phone calls. Resolving customer complaints and queries. Providing detailed information to customers. •         Offering exceptional customer service and satisfaction. •         Following up with customers for any further information. •         Maintaining a healthy relationship with the clients. •         Adhering to the companys rules and regulations. Skills required:  •         Excellent written/verbal communication skills. •         Good logical reasoning & analytical skills •          Excellent customer service skills. •         Able to interact with customers via call and should be able to answer servicing questions. Good Personality and discipline. Salary Range: Voice > INR 2.25 to 3.5 LPA .+ (Incentives). Shifts: Rotational Shifts/US Shift (Primarily Night Shifts). Working days: 5 days a week. (2 days rotational week off) Working hours: 9 hours per day including 1 hour of break. Qualifications: 12th Passed and above (Experienced) Age: 19 to 30 Yrs Benefits: •         Transport: Free transportation with Point to Door Step pick up and drop facility round the clock. •         Night Shift Allowance •         Medical insurance for self and dependent •         5 days working •         2 days rotational offs Interview Rounds: •         HR Round •        Versant Test Round •         Operations Round Note: •         Hardcopy of the resume as well. •         Contact HR Zulfi>  •         Immediate joiners only •         Work from office only •         US night shifts only •         No general day shifts •         Must have copies of all academic and experience (if applicable) certificates, Aadhar Card and Pan Card (mandatory),3 Months’ Salary Slip(If Applicable),6 Months Bank Statement(If Applicable) •         If shortlisted in the interview process, make sure to be active on calls and e-mails. Timing - 12:30PM to 06:30PM [Monday to Saturday] IGT  address:14th Floor, MSR North Tower, MS Ramaiah North City, Manayata Tech Park, Nagavara, Bengaluru, Karnataka 560045. We’re close to Manyata Tech Prk. Contact Information: Contact Number: 9945093145 WhatsApp Number: 9945093145 Mail Id: zulfi.b@igtsolutions.com  Regards, Zulfi Zohara",0-3 Yrs,Not disclosed,Bengaluru,"Full Time, Permanent"
050124010674,Customer Support Executive,Teleperformance (TP),"voice process,International Voice Process,rotational shifts,International BPO,Customer support,Process,Voice,BPO",www.naukri.com/job-listings-customer-support-executive-teleperformance-tp-delhi-ncr-0-to-5-years-050124010674,06/01/2024,Customer Support executive  Graduate + Fresher  Under- Graduate + 6 months exp  Good communiaction Skills  Must be comfortable with rotational shifts ( 24*7 )and rotational offs  Working days - 5 day in a week  Salary - upto 24kinhand +1500 PLI System will be provided from office .,0-5 Yrs,2.5-3 Lacs PA,Hybrid - Delhi NCR,"Full Time, Permanent"
090124011194,Social Media Executive,Knowledge and News Network (KNN),"Social Media Marketing,Online Branding,Digital Media,Youtube,Instagram,Social Media Optimization,Branding,Media",www.naukri.com/job-listings-social-media-executive-the-knowledge-academy-jalandhar-punjab-1-to-4-years-090124011194,09/01/2024,"Job Description: We are looking for a dynamic and creative individual to join our team as a Social Media Executive. As an Individual Performer in this role, you will be responsible for managing and implementing social media strategies to enhance our brand presence and drive engagement. This is a hands-on position suitable for someone who thrives in a fast-paced environment and has a proven track record of delivering impactful social media campaigns. Responsibilities: Develop and implement effective social media strategies to achieve marketing goals. Manage and curate content for various social media platforms, including but not limited to Facebook, Twitter, Instagram, LinkedIn, and Pinterest. Create, edit, and publish engaging and shareable content, including text, image, and video content. Monitor social media channels for trends, conversations, and opportunities to engage with the audience. Interact with followers, respond to comments, and address inquiries in a timely and professional manner. Collaborate with the marketing team to align social media campaigns with overall marketing objectives. Analyze social media performance metrics and provide regular reports, insights, and recommendations for improvement. Stay abreast of industry trends, best practices, and emerging platforms to implement innovative social media strategies. Implement paid social media advertising campaigns when necessary.",1-4 Yrs,2-4 Lacs PA,Jalandhar,"Full Time, Permanent"
090124005082,Social Media Executive,Alnito Immigration The Pnp Expert,"SEO Analysis,Google Analytics,Social Media Marketing,Google Ads,Graphic Tools,Canva,Linkedin,Facebook Ads",www.naukri.com/job-listings-social-media-executive-alnito-immigration-the-pnp-expert-mumbai-all-areas-2-to-4-years-090124005082,09/01/2024,"Qualifications: . Bachelors degree in Marketing,Communications,or a related field.   Proven experience in social media marketing,with a strong portfolio showcasing successful campaigns.  . In-depth knowledge of social media platforms,trends,and best practices.  . Creative mindset with the ability to think outside the box.",2-4 Yrs,2-3.25 Lacs PA,Mumbai (All Areas),"Full Time, Permanent"
080124904918,Manager - IT (Application Support Analyst),Care Health Insurance (CHI),"Application Support Analysis,technical support,Application Support,IT Support,SQL,Analysis,Application,Technical",www.naukri.com/job-listings-manager-it-application-support-analyst-care-health-insurance-limited-gurgaon-gurugram-haryana-0-to-1-years-080124904918,08/01/2024,"Roles and Responsibilities Act as a first line of support for the users/clients Responsible for providing high-quality technical support to users within the organization by resolving the issues related to all applications being used in CHIL i.e. raised via e-mail ,tickets and enabling the required operational processes needed for the business to be successful Troubleshooting issues  Analyzing clients issue & resolving it & getting it resolved from concerned department as per the requirement Work with senior teams to support large, complex issue of corporate clients Desired Candidate Profile Strong knowledge of writing SQL queries  Good knowledge of DATABASE concepts Should be available for rotational shifts. Should be comfortable to work from office. Should be MCA/B.Tech. Should have good communication skills.  Immediate joinee is preferable. Knowledge AS400/I-series will be plus",0-1 Yrs,Not disclosed,"Gurgaon/ Gurugram,  Haryana","Full Time, Permanent"
131223005027,Social Media Manager,Herijobs,"Media Management,Channel marketing,Publishing,Digital content,Social Media,Intellectual property,Digital Marketing,Media Strategy",www.naukri.com/job-listings-social-media-manager-herijobs-surat-gujarat-1-to-3-years-131223005027,09/01/2024,"Develop and implement comprehensive digital marketing strategies, including social media, email marketing, content marketing, and paid advertising by supporting ATL execution and driving positive engagement.
Conduct market",1-3 Yrs,1.5-3.5 Lacs PA,Surat,"Full Time, Permanent"
080124501358,Assistant Brand Manager,Navneet Education,"Direct marketing,Sales,Social media,Brand marketing,Web development,Marketing campaigns,SEM,Research",www.naukri.com/job-listings-assistant-brand-manager-navneet-education-limited-mumbai-7-to-10-years-080124501358,08/01/2024,"Essential:  7-10 years experience with an advertising or branding / communications agency or working in the brand / marketing team with a reputed brand . Qualification :  . UG : Graduate from any discipline  Preferred Personality Profile . Strong communication skills . Fluent in English,Hindi,Marathi . People management . Creativity .  Experience :  .",7-10 Yrs,Not disclosed,Mumbai,"Full Time, Permanent"
080124001735,Seo Specialist,Logicserve Digital,"digital marketing,seo analysis,seo tools,analytical,off page seo,keyword research,e,semrush",www.naukri.com/job-listings-seo-specialist-logicserve-digital-private-limited-navi-mumbai-1-to-3-years-080124001735,08/01/2024,"Position Overview   We are seeking a highly experienced and skilled Senior SEO Specialist to join our dynamic marketing team. The ideal candidate is a seasoned professional with a proven track record in developing and executing successful SEO strategies.   Responsibilities:   Craft and implement SEO strategies aligned with marketing goals.   Identify high-impact keywords through thorough research.   Monitor site performance, offer data-backed recommendations.   Optimize on-page elements, enhance site structure.   Collaborate with content team for SEO-centric content.   Lead ethical off-page SEO via outreach and partnerships.   Stay updated on industry trends and algorithm changes.   Conduct website audits, collaborate with devs for fixes.   Produce insightful SEO reports, mentor junior staff.   Coordinate with cross-functional teams for strategy cohesion.   Analyze competition for differentiating opportunities.   Bring forth innovative digital marketing strategies.   Qualifications:   Bachelor's degree or equivalent practical experience.    years as an SEO Specialist, with proven seniority.   Proficiency in SEO tools like Google Analytics, SEMrush.   In-depth grasp of on-page, off-page, and technical SEO.   Strong analytical, communication skills.   Detail-oriented and adaptable to industry shifts.   E-commerce, local SEO experience is beneficial.   SEO certifications are a plus.   Benefits:   Competitive salary, flexible hours and many more   Collaborative, innovative work environment.           Disclaimer – Be aware of fraudulent job offers    Recruitment fraud is a sophisticated scam that offers fictitious job opportunities.   This is usually done through Audio or Video Calls, LinkedIn, WhatsApp or   Text Messages or at times through online bogus websites or unsolicited   emails claiming to be from LS Digital. These emails often request that recipients   provide personal information and, ultimately, payments to process applications,   purchase equipment, or a variety of other things for jobs that do not exist.  Please do not respond to those calls or messages as these are scamming   attempts. Please do not follow their instructions.  LS Digital does not work with any outsourced agents or encourage WFH nor do   we use any other email account than our own corporate account.  Rest assured that LS Digital and any recruitment agencies authorized to represent   us will NOT charge or collect any fees or require any money deposits from   jobseekers at any stage of the recruitment process. Anyon.ne dealing with such   unauthorized parties to seek job opportunities with us is doing so at their own   responsibility and risk.    Thank you for your cooperation.",1-3 Yrs,Not disclosed,Navi Mumbai,"Full Time, Permanent"
080124501174,Executive - Cabin Crew Scheduling,Vistara - TATA SIA Airlines Ltd.,"Executive,Cabin,Compliance,Scheduling Executive,Scheduling,Management,MS Office,Operations",www.naukri.com/job-listings-executive-cabin-crew-scheduling-vistara-tata-sia-airlines-ltd-new-delhi-0-to-2-years-080124501174,08/01/2024,"Executive - Cabin Crew Scheduling, will manage Cabin Crew daily rosters which includes diversion/ IRROP situations as per guidelines of DGCA.                     Key Responsibilities                   To manage day to day (Day Ops) of Cabin Crew Operations, while ensuring compliance to regulations from regulatory authorities pertaining to all cabin crew s day to day operations                     Preparing daily roster for cabin crew                     Coordination with relevant stake holders                     Ensure all flights are covered with required crew complement                     Ensure there is strict compliance to DGCA rules regulations                     Ensure timely release of Daily -Cabin Crew Roster                     Ensure adherence of planned roster with the minimum changes                     Ensure to monitor and track Aircraft Movement/ Crew Movement                     Ensure all crew related queries to be answered timely                     Ensure crew are rostered for unplanned flights other operational exigencies                     Ensure OTP is maintained                       Skills Attributes                     G       ood communication skills                             Good standard of MS office applications                             Basic knowledge of handling emails will be preferred                           Work Experience                   Minimum 0-2 years of relevant experience                      Knowledge of cabin crew rostering will be an additional advantage                       Qualification                   Graduate from a recognized university",0-2 Yrs,Not disclosed,Delhi,"Full Time, Permanent"
060124003834,Huge Opening || Fresher / Experience  || Customer Support Executive,Venture Quest Technologies India,"Inbound Customer Service,Excellent Communication In English,Customer Care,Domestic Process,International BPO,Inbound Process,Blended Process,Solving Queries",www.naukri.com/job-listings-huge-opening-fresher-experience-customer-support-executive-venture-quest-technologies-india-noida-uttar-pradesh-gurugram-haryana-delhi-ncr-0-to-3-years-060124003834,06/01/2024,"Interacting with the Customers
The responsibility for customer interaction & provide superior customer experience on Call
Maintaining professional attitude with customers
Deliver results measured by customer satisfaction

Call HR Neelam- 9997858785Grad/UG both can apply
Immediate joiner
Fresher/Experience both can apply
Excellent Communication in EnglishOther allowances
Great Incentives",0-3 Yrs,1.5-3 Lacs PA,"Delhi NCR, Gurgaon, Noida","Full Time, Permanent"
271023011656,Billing Executive,Collabera Talent Solutions,"Bills Payable,Claims,Billing,US Accounting,Invoicing,Credit Note,Invoice Processing,Debit Note",www.naukri.com/job-listings-billing-executive-collabera-talent-solutions-vadodara-baroda-gujarat-0-to-5-years-271023011656,09/01/2024,"Shift Timings: 5:30 PM to 2:30 AM IST (US Shift) Coordinate and communicate with timesheet team,operation team and sales team through email or phone calls for the invoices which are still unbilled in the system and to ensure that we should have minimum unbilled amount Bachelor s degree in commerce Computer skills should have knowledge of Outlook and MS-office",0-5 Yrs,2-3 Lacs PA,Vadodara,"Full Time, Permanent"
271023011593,Accounts Receivable Executive,Collabera Talent Solutions,"AR Calling,Reconciliation,Accounts Receivable,Payment Posting,Accounting,Post,Augmented Reality,Payments",www.naukri.com/job-listings-accounts-receivable-executive-collabera-talent-solutions-vadodara-baroda-gujarat-0-to-5-years-271023011593,09/01/2024,Shift Timings: 5:30 PM to 2:30 AM IST (US Shift). https://www.linkedin.com/showcase/collaberagtc/ Bachelor degree in Commerce  Good understanding of general accounting procedures,0-5 Yrs,2-3 Lacs PA,Vadodara,"Full Time, Permanent"
090124010708,Costing Executive,KGK Group,"Cost Accounting,Cost Sheet,Cost Analysis,CMA,Product Costing,Cost Management,Cost Control,Cost Audit",www.naukri.com/job-listings-costing-executive-kgk-group-south-africa-russia-0-to-4-years-090124010708,09/01/2024,Ability to effectively manage time and resources. # Preferred Male Candidates only.  . # Interested Candidates Kindly drop your updates CV @ sejal.shintre@kgkmail.com  We are seeking an ICWA certified professional to join our team for an exciting opportunity in Russia / South Africa / Armenia.   Proficiency in accounting software and Microsoft Office Suite,0-4 Yrs,Not disclosed,"Russia, South Africa","Full Time, Permanent"
090124005938,Customer Support Executive - Bpo / International Call Center,Mind Click,"BPO,Customer Support,Customer Care,Inbound Calls,Calling,Inbound Voice Process,Customer Service,Bpo Voice",www.naukri.com/job-listings-customer-support-executive-bpo-international-call-center-mind-click-bangalore-bengaluru-0-to-4-years-090124005938,09/01/2024,Should be flexible with shifts   s . Good Incentives and Night shift allowance  Graduates /2puc passout/ Diploma fresher /Experience   Good English Communication Skills,0-4 Yrs,Not disclosed,Bengaluru(Double Road +25),"Full Time, Permanent"
080124004587,Tele Sales Executive || Voice process,Paisabazaar,"Communication Skills,Convincing Power,Interpersonal Skills,Sales,Process,Interpersonal,Interpersonal Skill,Voice process",www.naukri.com/job-listings-tele-sales-executive-voice-process-paisabazaar-chennai-0-to-5-years-080124004587,09/01/2024,GOOD COMMUNICATION AND CONVENCING SKILLS REQUIRED.,0-5 Yrs,2-2.5 Lacs PA,Chennai,"Full Time, Permanent"
080124003527,Field Operations Executive - Sanpada/Airoli,Rentokil PCI,"Customer Service,Field Operations,Complaint Handling,Service Operations,Operations,Supervisory Skills,operations management,team management",www.naukri.com/job-listings-field-operations-executive-sanpada-airoli-rentokil-pci-navi-mumbai-maharashtra-0-to-5-years-080124003527,08/01/2024,"Ensure availability of qualified (trained & certified) Technicians at all time as per Technical Training Guidelines Ensure SCP devices are effectively used by technicians,troubleshooting of SCP issues and providing refresher training to technicians on the updates as & when required Maintaining Optimum Stock Level and Ensuring Indents are raised after checking requirement and stock",0-5 Yrs,2.25-3 Lacs PA,Navi Mumbai,"Full Time, Permanent"
080124003456,Field Operations Executive - Alibag,Rentokil PCI,"Customer Service,Field Operations,Complaint Handling,Service Operations,Operations,Supervisory Skills,operations management,team management",www.naukri.com/job-listings-field-operations-executive-alibag-rentokil-pci-alibag-maharashtra-0-to-5-years-080124003456,08/01/2024,"Ensure availability of qualified (trained & certified) Technicians at all time as per Technical Training Guidelines Ensure SCP devices are effectively used by technicians,troubleshooting of SCP issues and providing refresher training to technicians on the updates as & when required Maintaining Optimum Stock Level and Ensuring Indents are raised after checking requirement and stock",0-5 Yrs,2.25-3 Lacs PA,"Alibag, Maharashtra","Full Time, Permanent"
080124001930,Billing Executive (Night shift - Onsite from Vadodara),Collabera Talent Solutions,"English communication,Customer Service,Excel,Calling,Preparing Invoices,Invoice Processing,VLOOKUP,Billing",www.naukri.com/job-listings-billing-executive-night-shift-onsite-from-vadodara-collabera-talent-solutions-vadodara-gujarat-0-to-3-years-080124001930,08/01/2024,"Job Title :   Billing Associate Job Shift: 6pm to 3am (US Shift) Job location: Vadodara (Onsite) Major Job Responsibilities: Approving 300-400 invoices every day. Submission of invoices to the clients. Handling of emails and phone calls (30-50 emails and phone calls). Desired/Required qualifications / Skills : Graduate in any stream Good Communication skills (oral and written) Strong work ethic and sense of commitment Ambitious, competitive, aggressive and passionate to succeed. Ability to work in a fast paced environment Aggressive, go-getter, positive attitude, good communication and interpersonal skills along with excellent rapport building skills are the traits for the right candidate Computer skills (Word, Excel, Outlook) Willingness to work in Night shifts Bonus Points If Ability to meet deadlines. Possess strong organizational and time management skills. Active Listening - Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times. Looking forward to hearing from you!",0-3 Yrs,2-3 Lacs PA,Vadodara,"Full Time, Permanent"
041023009113,Sr Customer Support Executive (Mumbai),Teleperformance (TP),"Communication Skills,Rotational Shifts,Voice Process,International BPO,International,Process,SR,Voice",www.naukri.com/job-listings-sr-customer-support-executive-mumbai-teleperformance-tp-mumbai-all-areas-0-to-5-years-041023009113,08/01/2024,Graduate Freshers can apply   Should be able to handle customer queries over phone Good Communication (Verbal & Written both)  HSC with at least 1 years of experience on paper can apply. Job Benefits & Perks,0-5 Yrs,2.25-3.25 Lacs PA,Mumbai (All Areas),"Full Time, Permanent"
090124501327,Demo Specialist,Aarushi Infotech,"Business services,Lead generation,Technology consulting,Cloud Services,GTS,Salesforce.com,Brand awareness,Staff augmentation",www.naukri.com/job-listings-demo-specialist-aarushi-infotech-hyderabad-secunderabad-0-to-2-years-090124501327,09/01/2024,Presentation with demo . As and when required travelling in Karnataka and Maharashtra region . Freshers with good communication skill and presenting skill can apply. .,0-2 Yrs,Not disclosed,Hyderabad,"Full Time, Permanent"
080124005949,Logistics Executive,Shavish Hr And Digital Marketing,"Logistics,Inventory Control,Material Planning,Warehouse,Material Requirement Planning,Cost Management,Problem Solving,Logistics Operations",www.naukri.com/job-listings-logistics-executive-shavish-hr-and-digital-marketing-pune-maharashtra-0-to-1-years-080124005949,08/01/2024,"Responsible for the planning, organizing, and directing; managing & evaluating of the supply chain/logistics operations in an organization. Ensure smooth delivery of goods from Supplier pickup points to warehouse locations or direct dispatch.",0-1 Yrs,1-2 Lacs PA,Pune(Khed Shivapur),"Full Time, Permanent"
080124005486,Hr Executive And Recruiter,Shavish Hr And Digital Marketing,"Sourcing Profiles,End To End Recruitment,Mass Mailing,Job Posting,HR Recruiter,Screening,Interview Scheduling,Salary Negotiation",www.naukri.com/job-listings-hr-executive-and-recruiter-shavish-hr-and-digital-marketing-pune-maharashtra-0-to-3-years-080124005486,08/01/2024,"Handle end-to-end recruitment process
Understanding the Job Description provided by the client
Job Posting in various Portals
Feedback from the Interviewer & candidate
Salary negotiation & follow-up with candidates pre & post joining.Maintain candidate databases
Interview line up
Hands on experience on Naukri, MS office
Good communication skills & proactive",0-3 Yrs,1-3 Lacs PA,Pune(Hadapsar),"Full Time, Permanent"
080124004671,Executive Assistant,Shavish Hr And Digital Marketing,"Executive Assistant,Travel Arrangements,EA,Fixing Appointments,Calendaring,Secretarial Activities,Secretarial Skills,Meeting Planning",www.naukri.com/job-listings-executive-assistant-shavish-hr-and-digital-marketing-pune-maharashtra-0-to-1-years-080124004671,08/01/2024,"Responsible for managing the schedules & communications of key company executives.
Prioritizing emails & phone calls
Manage information flow in a timely & accurate manner
Manage calendars & set up meetings
Make travel & accommodation arrangementsOutstanding organizational & time management skill
Fluency in communication
Female candidates should be preferred.",0-1 Yrs,1-1.5 Lacs PA,Pune(Sector No-26 Pradhikaran +2),"Full Time, Permanent"
080124004129,Front Office Executive,Shavish Hr And Digital Marketing,"Communication Skills,Front Desk,Front Office,Front Office Management,Front office Executive,Front Office Support,Front Office Operations,Reception",www.naukri.com/job-listings-front-office-executive-shavish-hr-and-digital-marketing-pune-maharashtra-0-to-1-years-080124004129,08/01/2024,"Should handle Incoming and Outgoing calls and route calls to specific people
Answer Enquiries about company projects 
Greeting visitors warmly and ensuring they are comfortable
Ensure the visitors are attended to by the concerned peopleGeneral correspondence.
Greeting all visitors.
Transferring calls as necessary
Female candidates should be preferred",0-1 Yrs,1-2 Lacs PA,Pune(Sector No-26 Pradhikaran +3),"Full Time, Permanent"
080124007288,Seo Executive,Beta Digital Marketing,"Google Webmaster Tools,On-page Optimization,Technical Audit,Google Analytics,Technical Seo,Keyword Research,Off-page Optimization,Analytics",www.naukri.com/job-listings-seo-executive-beta-digital-marketing-tiruchirapalli-tamil-nadu-1-to-4-years-080124007288,08/01/2024,"Beta Digital Marketing is a DM Agency in Bangalore. We are seeking a talented and experienced SEO Executive to join. As an SEO Exe, you will play a crucial role in enhancing our online presence and driving organic traffic.",1-4 Yrs,1-1.25 Lacs PA,Remote,"Full Time, Permanent"
111223001218,Customer Care Executive || Senior Customer Care Executive,Support Star Corporate,"Customer Service,Blended Process,Bpo Customer Service,International Call Center,Cce,Solving Queries,KPO,Voice Process",www.naukri.com/job-listings-customer-care-executive-senior-customer-care-executive-support-star-corporate-gurugram-haryana-0-to-5-years-111223001218,06/01/2024,"Hiring for International Customer Support Role- Voice.
Excellent communication skills required only in English.
Freshers or Experienced both can apply
Salary-17k to 35k In hand
Must be ok with Night shifts

Job Location-Gurgaon",0-5 Yrs,2.25-5 Lacs PA,Gurgaon,"Full Time, Permanent"
090124500754,Executive/ Sr. Executive - Communications Executive,Lenskart,"Brand campaigns,Content management,Copy writing,Social media,Journalism,microsoft,Marketing communication,Japanese",www.naukri.com/job-listings-executive-sr-executive-communications-executive-lenskart-gurgaon-gurugram-0-to-3-years-090124500754,09/01/2024,". Bachelors degree,preferably in Marketing,Communications,Journalism,or related field .  Attitude: Should be a quick thinker + problem solver and a sincere + deadline oriented",0-3 Yrs,Not disclosed,Gurgaon,"Full Time, Permanent"
080124500606,Executive / Sr. Executive - Communications Executive,Lenskart,"Brand campaigns,Content management,Copy writing,Social media,Journalism,microsoft,Marketing communication,Japanese",www.naukri.com/job-listings-executive-sr-executive-communications-executive-lenskart-com-gurgaon-gurugram-0-to-3-years-080124500606,08/01/2024,"Assist in content management on owned channels . Job requirements . Bachelors degree,preferably in Marketing,Communications,Journalism,or related field .  Attitude: Should be a quick thinker + problem solver and a sincere + deadline oriented",0-3 Yrs,Not disclosed,Gurgaon,"Full Time, Permanent"
050823004364,Customer Care Executive-Voice/Blended,Support Star Corporate,"International Voice,Blended Process,Voice Process,Outbound Process,KPO,Voice Support,US Process,Inbound Voice Process",www.naukri.com/job-listings-customer-care-executive-voice-blended-support-star-corporate-noida-uttar-pradesh-gurgaon-gurugram-haryana-0-to-5-years-050823004364,08/01/2024,"UG/Grad/Freshers/Experience all can apply
Excellent communication skills required

Max sal up to 7 LPA (Based on profile)

Location-Gurgaon/Noida

Contact-Kulsum
93199 82310
Kulsum1.sscs@gmail.com",0-5 Yrs,2-6.5 Lacs PA,"Gurgaon, Noida","Full Time, Permanent"
080124902040,Ad Agency - Client Servicing Executive,Bud,"Client Servicing,Client Servicing Executive,Account Management,Business Development,Sales Executive,Branding,Management,Accounting",www.naukri.com/job-listings-ad-agency-client-servicing-executive-bud-chennai-tamil-nadu-0-to-2-years-080124902040,08/01/2024,"Ability to work independently with minimum supervision Preferred candidate profile  The candidate should possess:  . - Minimum 0-2 years experience Good interpersonal skills  Willingness to travel Comfortable working in a growth-oriented,hands-on work environment. DESIRED SKILLS AND EXPERIENCE. .",0-2 Yrs,Not disclosed,Chennai,"Full Time, Permanent"
080124501668,Social Media Executive,Bingage,"Social media analytics,Media management,Social Media Executive,Social media,Brand awareness,Management,Monitoring,Media",www.naukri.com/job-listings-social-media-executive-bingage-indore-0-to-1-years-080124501668,08/01/2024,"The ideal candidate should have a minimum of 6 months of relevant experience in social media management Skills Required:  .  Minimum 6 months of experience in social media management  . Proficient in using popular social media platforms (Facebook,Twitter,Instagram,LinkedIn)",0-1 Yrs,Not disclosed,Indore,"Full Time, Permanent"
080124500271,KEY ACCOUNTS EXECUTIVE,Multiplier Brand Solutions,"Outbound,Sales,Senior management,Brand awareness,Key Accounts Executive,Training management,Monitoring,Management",www.naukri.com/job-listings-key-accounts-executive-multiplier-brand-solutions-sambalpur-0-to-3-years-080124500271,08/01/2024,"Managing, training, and providing overall guidance to the sales team of an assigned territory.   Setting reasonable sales targets to be achieved by the sales team.   Monitoring the performance of the sales team and motivating members to meet or exceed sales targets.   Collecting customer feedback and providing updates to senior management.   Traveling to potential and existing customers within an assigned sales area to present company offerings and build brand awareness.   Utilizing outbound telephone calls, email communications, and face-to-face meetings with customers to close sales",0-3 Yrs,Not disclosed,Sambalpur,"Full Time, Permanent"
060124005359,"WALK-IN Drive -Bellary, Business Development Executive, ON SPOT Offer",Jana Small Finance Bank,"Casa,insurance,retail banking,Retail Liabilities,business development,Casa Sales,Branch Banking,Spot",www.naukri.com/job-listings-walk-in-drive-bellary-business-development-executive-on-spot-offer-jana-small-finance-bank-bellary-ballari-karnataka-0-to-4-years-060124005359,06/01/2024,Freshers may also apply and be given a chance basis assessment Graduation / Post Graduate  Minimum 1+ years of experience required in Banking / Insurance / Gold Loan,0-3 Yrs,Not disclosed,Bellary,"Full Time, Permanent"
