Job ID TimesJob,Job Title,Company Name,Required Skills,Website Link,Posted on,Job Description,Experience Required,Job Location
69723667 ,CAD Operator,Alstom Projects India Ltd.,"technicaldrawing,railwayalignmentdesign,trackdesign,trackconstruction,autocadcivild,bim,constructiondrawings,microstation,layout,designmanager,cadoperator",https://www.timesjobs.com/job-detail/cad-operator-alstom-projects-india-ltd-3-to-6-yrs-jobid-ciK5Ope3mXRzpSvf__PLUS__uAgZw==&source=srp,07/01/2024,"Job Description:
CAD OperatorDate: 5 Oct 2023Location: Istanbul ,  TRCompany: AlstomReq ID:438561At Alstom ,  we understand transport networks and what moves people. From high-speed trains ,  ... More Details",3 - 6 yrs,
69370191 ,Sales Development Repersentative,netradyne,"telematics,artificialintelligence,salesforce,security,crm,c,teamplayer,machinelearning",https://www.timesjobs.com/job-detail/sales-development-repersentative-netradyne-bengaluru-bangalore-1-to-2-yrs-jobid-FvzEyRz2GJ1zpSvf__PLUS__uAgZw==&source=srp,07/01/2024,"Job Description:
OverviewAt Netradyne ,  we know that the key to growth is in a high-performing sales team! We are seeking a qualified Sales Development Representative  ( SDR )  to discover an... More Details",1 - 2 yrs,Bengaluru / Bangalore
69648345 ,Principal Data Scientist,Sigmoid,"datascience,machinelearning,aiandanalytics,pythonprogramming,clientengagement,algorithms,datamining,artificialintelligence,sql,itmanagement,san,nosql",https://www.timesjobs.com/job-detail/principal-data-scientist-sigmoid-bengaluru-bangalore-10-to-13-yrs-jobid-7sw__PLUS__J6UMug9zpSvf__PLUS__uAgZw==&source=srp,07/01/2024,"Job Description:
Sigmoid enables business transformation using data and analytics ,  leveraging real-time insights to make accurate and fast business decisions ,  by building modern data archi... More Details",10 - 13 yrs,Bengaluru / Bangalore
64050293 ,Analytics- Subject Matter Expert,Splash India Private Limited,"c,sql,database,java,postgresql,html,mysql,api,perl,mongodb,cloudservices,python,machinelearning,node.js,php",https://www.timesjobs.com/job-detail/analytics-subject-matter-expert-splash-india-private-limited-gurgaon-2-to-3-yrs-jobid-nTdGTpKJbaVzpSvf__PLUS__uAgZw==&source=srp,07/01/2024,"Job Description:
Job TitleHiring for Analytics- Subject Matter ExpertJob ResponsibilitiesQuantitative  &  Data skills:  Expertise and Experience in APIs ,  Web Services ,  Cloud Services  &  u... More Details",2 - 3 yrs,Gurgaon
69751872 ,PMO head Continental Europe,Tata Communications Ltd,"pmogovernance,vendormanagement,crossfunctionalcoordination,projectmanagement,datareporting,customerengagement,projectmanager,csm",https://www.timesjobs.com/job-detail/pmo-head-continental-europe-tata-communications-ltd-ahmedabad-3-to-7-yrs-jobid-9J8BzlSTUxlzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
PMO head Continental EuropeDate: 1 Nov 2023Location: Ahmedabad ,  IndiaCompany: Tata CommunicationsPurpose - Broad objective of the roleEnsuring cases attempted within TAT and... More Details",3 - 7 yrs,Ahmedabad
69724269 ,Specialist- Autosar /  Cyber security,zf india pvt ltd,"autosar,cybersecurity,embeddedc,vectordavincitools,automotiveexperience,canoe,i2c,communicationprotocols,microcontroller,canape",https://www.timesjobs.com/job-detail/specialist-autosar-cyber-security-zf-india-pvt-ltd-chennai-3-to-5-yrs-jobid-dLbFdGjFev5zpSvf__PLUS__uAgZw==&source=srp,07/01/2024,"Job Description:
What's Next? Join ZF! ZF is a global technology company supplying systems for passenger cars ,  commercial vehicles and industrial technology ,  enabling the next generation o... More Details",3 - 5 yrs,Chennai
69723670 ,Track Structural Engineer,Alstom Projects India Ltd.,"structuralengineering,trackdesign,constructionexperience,geotechnicalknowledge,autocad,coordination,civil,designmanager,technicalspecifications,structuraldesign,civilworks,investigation,tunnel",https://www.timesjobs.com/job-detail/track-structural-engineer-alstom-projects-india-ltd-3-to-6-yrs-jobid-xiMXlPffezhzpSvf__PLUS__uAgZw==&source=srp,07/01/2024,"Job Description:
Track Structural EngineerDate: 5 Oct 2023Location: Istanbul ,  34 ,  TRCompany: AlstomReq ID:438519At Alstom ,  we understand transport networks and what moves people. From hi... More Details",3 - 6 yrs,
69605082 ,Deputy General Manager - Product Management,Tata Communications Ltd,"businessrequirements,usecases,bsp,highleveldesign,telecom,c,solutionarchitect,consulting,infrastructure",https://www.timesjobs.com/job-detail/deputy-general-manager-product-management-tata-communications-ltd-pune-15-to-18-yrs-jobid-T8zuAFu__PLUS__QJJzpSvf__PLUS__uAgZw==&source=srp,07/01/2024,"Job Description:
Job DescriptionThis role needs in-depth ,  experienced level support and advise the Regional Pre-Sales  / Proposal team in Packet Core domain. Resource has to work closely wit... More Details",15 - 18 yrs,Pune
69750582 ,Project Quality and Safety Manager,Alstom Projects India Ltd.,"qualityassurance,safetymanagement,teammanagement,problemsolving,communicationskills,projectquality,fmea,inspection,qualitymanager,qualitymanagement,qualitystandards,qualitytools",https://www.timesjobs.com/job-detail/project-quality-and-safety-manager-alstom-projects-india-ltd-5-to-10-yrs-jobid-iOLJye8LNJpzpSvf__PLUS__uAgZw==&source=srp,07/01/2024,"Job Description:
Project Quality and Safety ManagerDate: 2 Nov 2023Location: Wulkuraka ,  QLD ,  AUCompany: AlstomAt Alstom ,  we understand transport networks and what moves people. From high... More Details",5 - 10 yrs,
69723674 ,Enterprise Resource Planning Lead,Alstom Projects India Ltd.,"engineering,erpimplementation,training,projectmanagement,communication,businessrules,database,maximo,infrastructure",https://www.timesjobs.com/job-detail/enterprise-resource-planning-lead-alstom-projects-india-ltd-2-to-5-yrs-jobid-q4zc4OfardRzpSvf__PLUS__uAgZw==&source=srp,07/01/2024,"Job Description:
Enterprise Resource Planning LeadDate: 5 Oct 2023Location: Bangkok ,  THCompany: AlstomAt Alstom ,  we understand transport networks and what moves people. From high-speed tra... More Details",2 - 5 yrs,
69723603 ,Test  &  Commissioning Engineer - Wellington - VIE,Alstom Projects India Ltd.,"test&commissioning,signallingsystems,t&cdocumentation,systemtesting,communication,projectcommissioning,production,action,license",https://www.timesjobs.com/job-detail/test-commissioning-engineer-wellington-vie-alstom-projects-india-ltd-1-to-9-yrs-jobid-xCF__SLASH__zruswrhzpSvf__PLUS__uAgZw==&source=srp,07/01/2024,"Job Description:
Test  &  Commissioning Engineer - Wellington - VIEDate: 15 Sep 2023Location: Wellington ,  WGN ,  NZCompany: AlstomAlstoms state-of-the-art signalling solutions allow operator... More Details",1 - 9 yrs,
69786267 ,Channel Sales Manager,"Tekpillar
     (More Jobs)","Sales,Market,BFSI,NBFC,Insurance,Credit,Finance,B2B,B2C,Business,Agency,CASA,Crosssales,Communication,Banking,Broking,FMCG,Field,Corporate,ConsumerDurable",https://www.timesjobs.com/job-detail/channel-sales-manager-tekpillar-asansol-burdwan-durgapur-haldia-raniganj-2-to-6-yrs-jobid-39ACpxBmHc9zpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
HIRING HIRING  HIRINGWe are hiring Channel Sales Manager who are having experience in sales and marketing. Also who can handle business with his or her mindset.designation : C... More Details",2 - 6 yrs,"Asansol,  Burdwan,  Durgapur,  Haldia,  Raniganj"
69370177 ,Lead Customer Support,netradyne,"artificialintelligence,security,technicalskills,crm,c,machinelearning,writtencommunication",https://www.timesjobs.com/job-detail/lead-customer-support-netradyne-bengaluru-bangalore-3-to-6-yrs-jobid-wkMW4Y9__SLASH__h0VzpSvf__PLUS__uAgZw==&source=srp,07/01/2024,"Job Description:
Brief Description:The Team Lead Customer Support serves as an important first level liaison between Netradyne and our customers. This role is responsible for ensuring the succ... More Details",3 - 6 yrs,Bengaluru / Bangalore
69161124 ,Business Development Manager,JoomDev,"ites,interpersonalskills,learning,induction,communicationskills",https://www.timesjobs.com/job-detail/business-development-manager-joomdev-delhi-delhi-ncr-1-to-4-yrs-jobid-aOZBpf8EOgFzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Role Responsibilities: Experience in handling sales of IT Software ,  Web Based and ITES productsLead generation in Indian and International MarketsIdentifying and developing ... More Details",1 - 4 yrs,"Delhi,  Delhi/NCR"
69786046 ,3D Material Artist - J47428,"SAMPOORNA CONSULTANTS PVT LTD
     (More Jobs)",Artist,https://www.timesjobs.com/job-detail/3d-material-artist-j47428-a-leading-firm-bengaluru-bangalore-5-to-10-yrs-jobid-wy9qZio4BilzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
3d modelling ,  substance painter ,  substance designer ,  photoshop ,  3dx max ,  vrayExp - 5-10 yrsLocation BangaloreExp in 3D Material ArtistWilling to work in Office physi... More Details",5 - 10 yrs,Bengaluru / Bangalore
69161461 ,eLibrary Coordinator,Magika Smartech,"learning,lms,learningmanagement",https://www.timesjobs.com/job-detail/elibrary-coordinator-magika-smartech-mumbai-4-to-9-yrs-jobid-q2U5dKjFX61zpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
eLibrary Coordinator 4 - 9 Year QatarJOB DESCRIPTION Roles and Responsibilities Skills  Candidates who has worked on LMS and similar roles  Conduct Learning Needs Analysis  Re... More Details",4 - 9 yrs,Mumbai
69369388 ,"Aston Villa ,  Sales Assistant  ( Match Day )",Fanatics Inc.,"sourcing,supplychain,purchase",https://www.timesjobs.com/job-detail/aston-villa-sales-assistant-match-day-fanatics-inc-2-to-3-yrs-jobid-p0yjv7YrYOZzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Fanatics is the ultimate one-stop sports fan destination that ignites and harnesses the passion of fans and maximizes the presence and reach for preeminent sports partners glo... More Details",2 - 3 yrs,
69723064 ,Java Fullstack Developer,beechi vidya kendra,"java8&11,springboot,junit,kafka/mq,javascript,advancedjs,es6,css,jasmine,jest,technologyconsulting",https://www.timesjobs.com/job-detail/java-fullstack-developer-beechi-vidya-kendra-hyderabad-secunderabad-5-to-8-yrs-jobid-z0rsjXo6kh9zpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
A Multinational Technology consulting partner that designs and builds custom digital commerce platforms to power large and small enterprises is looking for suitable candidates... More Details",5 - 8 yrs,Hyderabad/Secunderabad
69148636 ,Web Designer,connectixx technology solutions,"html,javascript,stickers,coupons,logos",https://www.timesjobs.com/job-detail/web-designer-connectixx-technology-solutions-mumbai-2-to-3-yrs-jobid-YGfXCyQBzA9zpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Job Responsibilty : creating website designs ,  producing sample sites ,  meeting with clients to discuss requirements and / or project progress ,  demonstrating and receiving... More Details",2 - 3 yrs,Mumbai
69786495 ,SOCIAL MEDIA EXPERT,"HAPPY SQUARE OUTSOURCING SERVICES PVT.LTD.
     (More Jobs)","PUBLISHPOSTS,ManageandmaintainourFacebookpage,Engagewithouronlinecommunity",https://www.timesjobs.com/job-detail/social-media-expert-white-force-outsourcing-pvt-ltd-noida-greater-noida-2-to-5-yrs-jobid-2nXdy6bUjf5zpSvf__PLUS__uAgZw==&source=srp,08/01/2024,"Job Description:
Create compelling and visually appealing content in the form of videos  graphics  and written posts.Schedule and publish posts across different social media platforms  optimiz... More Details",2 - 5 yrs,Noida/Greater Noida
69534920 ,GMN Global Hub India | Senior Executive - Ecommerce,GROUPM MEDIA INDIA PVT LTD,"reports,commerce,seniorexecutive,stronganalyticalskills,budgeting,reconciliation,excel,invoicing,accounts",https://www.timesjobs.com/job-detail/gmn-global-hub-india-senior-executive-ecommerce-groupm-media-india-pvt-ltd-gurgaon-2-to-5-yrs-jobid-__SLASH__XcwOBdlQE5zpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
This role is designed to execute Commerce activations within the omni-commerce agency team. The role is responsible for supporting buys executed via retail media networks.Over... More Details",2 - 5 yrs,Gurgaon
69646768 ,Quality Designer,Electronic Arts Games  ( India )  Pvt. Ltd.,"teststrategy&planning,research&analysis,reporting&insights,changemanagement&riskassessment,projectmanagement,qa,e2e,testing,metrics,agile,testdata,testplanning",https://www.timesjobs.com/job-detail/quality-designer-electronic-arts-games-india-pvt-ltd-hyderabad-secunderabad-8-to-11-yrs-jobid-f5P9XkTS951zpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Quality Designer Location: Hyderabad ,  Telangana ,  India ApplyRequisition Number: 179223Can this position be remote?: NoWe are a global team of creators ,  storytellers ,  t... More Details",8 - 11 yrs,Hyderabad/Secunderabad
69534429 ,Python Developer,wibits web solutions llp,"python,css,javascript,database,django,git,postgresql,webdevelopment,html,mysql",https://www.timesjobs.com/job-detail/python-developer-wibits-web-solutions-llp-washington-dc-0-to-3-yrs-jobid-sg06ePo5pGNzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Job Description: Wibits Web Solutions is a leading technology company specializing in web development and digital solutions. We are currently seeking a skilled and motivated P... More Details",0 - 3 yrs,Washington DC
69161869 ,Business Development Trainee,ispatial techno solutions pvt ltd.,"coldcalling,relationshipbuilding,businessdevelopment,sales,businessdevelopmentexecutive",https://www.timesjobs.com/job-detail/business-development-trainee-ispatial-techno-solutions-pvt-ltd-hyderabad-secunderabad-0-to-2-yrs-jobid-qxEExx7yCJlzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Business Development Trainee Required Basic Qualifications: B. Sc  /  BE  /  B. Tech  /  M. Tech  /  Diploma in Computer Science or allied fields.Job Responsibilities: The bus... More Details",0 - 2 yrs,Hyderabad/Secunderabad
69161868 ,Sr. Business Development Executive,ispatial techno solutions pvt ltd.,"relationshipbuilding,businessdevelopment,sales,presentation,salesmanagement,strategicsales,businessdevelopmentexecutive,customersuccess,coldcalling,insidesales",https://www.timesjobs.com/job-detail/sr-business-development-executive-ispatial-techno-solutions-pvt-ltd-hyderabad-secunderabad-3-to-5-yrs-jobid-nNxteTurq75zpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Sr. Business Development Executive Required Basic Qualifications: B. Sc  /  BE  /  B. Tech  /  M. Tech  /  Diploma in Computer Science or allied fields.desired Requirements: 3... More Details",3 - 5 yrs,Hyderabad/Secunderabad
69786012 ,Pet Relationship Officer,"HAPPY SQUARE OUTSOURCING SERVICES PVT.LTD.
     (More Jobs)",sales,https://www.timesjobs.com/job-detail/pet-relationship-officer-white-force-outsourcing-pvt-ltd-bengaluru-bangalore-1-to-2-yrs-jobid-lNrfBaWXXEJzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Pet Relationship OfficerAbout Us Supertails.com is a first of its kind platform that supports the ever increasing pet parentcommunity by providing trustworthy veterinary care ... More Details",1 - 2 yrs,Bengaluru / Bangalore
69161454 ,Network Architect,Magika Smartech,"iprouting,pstn,acl,f5,lacp,voip,protocols,hardware,juniper,stp,ipsec,t1,switching,loadbalancing,bgp,vrrp,routing,ccie,ipv4,ipv6,mpls,cisco,wan,ospf,multicast,fortinet",https://www.timesjobs.com/job-detail/network-architect-magika-smartech-mumbai-10-to-14-yrs-jobid-pjaJcSKvy__SLASH__9zpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Network Architect 10 - 14 Year QatarJOB DESCRIPTION Roles  &  Responsibilities:  Capacity and performance management of existing infrastructure  Requirement gathering and prep... More Details",10 - 14 yrs,Mumbai
69751649 ,Senior Software Engineer,Infoblox,"1)softwaredevelopment2)networking3)webbasedapplications4)pythonorgoprogramming5)sqloptimization,seniorsoftwareengineer,snmp,oss,softwareengineering,mysql,networkmanagement,unix,softwaredesign,linux,productionsupport,infrastructure",https://www.timesjobs.com/job-detail/senior-software-engineer-infoblox-bengaluru-bangalore-8-to-11-yrs-jobid-ba2i__SLASH__ZHDqCpzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Senior Software Engineer Engineering Bangalore ,  IndiaDescriptionIts an exciting time to be at Infoblox. Named a Top 25 Cyber Security Company by The Software Report and one ... More Details",8 - 11 yrs,Bengaluru / Bangalore
69368624 ,Delivery Lead  Qualitative Research,Acuity Knowledge Partners,"duediligence,financialstatements,verbalcommunication,pricing",https://www.timesjobs.com/job-detail/delivery-lead-qualitative-research-acuity-knowledge-partners-gurgaon-6-to-9-yrs-jobid-siHTvHQpojVzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Education /  Experience and Skill Requirement MBA / Engineer from reputed institutionsStrong business fundamentals and knowledge of business analysis skillsStrong written and ... More Details",6 - 9 yrs,Gurgaon
69722902 ,Paytm - Sales - Team Lead,Paytm,"leadership,sales,teammanagement,customerservice,communication,wealth,lending,loans,personalloans,financialservices,risk",https://www.timesjobs.com/job-detail/paytm-sales-team-lead-paytm-siliguri-3-to-7-yrs-jobid-gusYq3kVhudzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Sales - Team Lead Siliguri ,  West Bengal  / Sales  EDC Retail  / On-roll /  On-siteAbout us:Paytm is Indias leading digital payments and financial services company ,  which i... More Details",3 - 7 yrs,Siliguri
69722900 ,Paytm - Sales - Team Lead,Paytm,"teamleadership,sales,hiring,communication,problemsolving,wealth,lending,loans,personalloans,financialservices,risk",https://www.timesjobs.com/job-detail/paytm-sales-team-lead-paytm-1-to-5-yrs-jobid-Qd9gfJSwig1zpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Sales - Team Lead Purba Medinipur ,  West Bengal  / Sales  EDC Retail  / On-roll /  On-siteAbout us:Paytm is Indias leading digital payments and financial services company ,  ... More Details",1 - 5 yrs,
69786327 ,"Business Development , Clients Relationship","AMI PLACEMENT SERVICES
     (More Jobs)","Businessdevelepment,ClientsRelationship",https://www.timesjobs.com/job-detail/business-development-clients-relationship-santane-ltd-delhi-noida-greater-noida-ghaziabad-3-to-8-yrs-jobid-cnGHkqgJ7VRzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Santane company is one of the leading International technical engineering Consulting and human resources management solution provided. Santane's head office is in Edinburgh , ... More Details",3 - 8 yrs,"Delhi,  Noida/Greater Noida,  Ghaziabad"
69786015 ,Sr Purchase Manager,"HAPPY SQUARE OUTSOURCING SERVICES PVT.LTD.
     (More Jobs)",Purchasemanagement,https://www.timesjobs.com/job-detail/sr-purchase-manager-white-force-outsourcing-pvt-ltd-kolkata-8-to-13-yrs-jobid-M__SLASH__47QxzHEAhzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Working days and time   Mon   Sat  ( 10.00 AM to 6.30 PM ) Skills   Must be well competent with computers   knowledge in MS Office   Excel   Power Point .  Should have good co... More Details",8 - 13 yrs,Kolkata
69751896 ,CAD Manager EMEA,zones corporate solutions,"salesanalysis,marketresearch,businessintelligence,crm,communicationskills,ideas,innovation,cutting,maintenance",https://www.timesjobs.com/job-detail/cad-manager-emea-zones-corporate-solutions-noida-greater-noida-10-to-13-yrs-jobid-YJ__SLASH__FQ9KvDyRzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Description Position at ZonesAbout Zones Zones is a Global Solution Provider of end-to-end IT solutions with an unmatched supply chain. Positioned to be the IT partner you nee... More Details",10 - 13 yrs,Noida/Greater Noida
69299518 ,SAP ABAP Consultant,Westernacher Consulting,"sap,datadictionary,sapabapconsultant,rfc,sapscripts,abap,forms,idoc",https://www.timesjobs.com/job-detail/sap-abap-consultant-westernacher-consulting-7-to-15-yrs-jobid-e6uffEQnTnBzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Committed to innovation ,  we operate worldwide with consultants in Europe ,  Asia ,  and the Americas. We provide global business and SAP consulting ,  serving medium to larg... More Details",7 - 15 yrs,
69161833 ,Pioneer - Venture Building Services,blenheim chalcot,"hive,database,c,infrastructure",https://www.timesjobs.com/job-detail/pioneer-venture-building-services-blenheim-chalcot-mumbai-2-to-5-yrs-jobid-19kVZ9__SLASH__gQ15zpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
This role is part of the BC Pioneer Programme; a portfolio-wide community and learning  &  development programme built exclusively for the future leaders of our ventures and s... More Details",2 - 5 yrs,Mumbai
69722504 ,Industrial Engineer,Alstom Projects India Ltd.,"industrialengineering,processoptimization,technicalproblemsolving,cadsoftware,writtenandoralenglish,production,bompreparation,vehicles,workshop,manufacturingprocess,productionprocess,maintenance",https://www.timesjobs.com/job-detail/industrial-engineer-alstom-projects-india-ltd-0-to-3-yrs-jobid-NSEIHvXyyh1zpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Industrial EngineerDate: 27 Sep 2023Location: Xian ,  SN ,  CNCompany: AlstomReq ID:436473Leading societies to a low carbon future ,  Alstom develops and markets mobility solu... More Details",0 - 3 yrs,
69722454 ,Master Thesis - Stockholm,Alstom Projects India Ltd.,"softwaretesting,systemdesign,businesscaseanalysis,microsoftbi,signallingsystems,telecom,lidar,lifecycle,radar,infrastructure",https://www.timesjobs.com/job-detail/master-thesis-stockholm-alstom-projects-india-ltd-0-to-1-yrs-jobid-257ubX1taLNzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Master Thesis - StockholmDate: 4 Oct 2023Location: Stockholm ,  SECompany: AlstomAt Alstom ,  we understand transport networks and what moves people. From high-speed trains , ... More Details",0 - 1 yrs,
69722451 ,Master Thesis - Vsters,Alstom Projects India Ltd.,"electricaldesign,mechanicaldesign,controltheory,softwaredevelopmentandtest,projectmanagement,motors,manufacturing,planning",https://www.timesjobs.com/job-detail/master-thesis-vsters-alstom-projects-india-ltd-0-to-1-yrs-jobid-yZyGPWd1b7VzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Master Thesis - VstersDate: 4 Oct 2023Location: Vasteras ,  SECompany: AlstomAt Alstom ,  we understand transport networks and what moves people. From high-speed trains ,  met... More Details",0 - 1 yrs,
69722482 ,Senior Maintenance Planner,Alstom Projects India Ltd.,"maintenanceplanning,engineeringexpertise,contractmanagement,communicationskills,dataanalytics,production,planningmanager,maintenanceplanner,capacityplanning,lean,safety,costreduction,mechanicalengineering,documentation,maximo,processimprovement,vehiclemaintenance",https://www.timesjobs.com/job-detail/senior-maintenance-planner-alstom-projects-india-ltd-5-to-8-yrs-jobid-inEvaPw0Wl5zpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Senior Maintenance PlannerDate: 4 Oct 2023Location: Bangkok ,  THCompany: AlstomAt Alstom ,  we understand transport networks and what moves people. From high-speed trains ,  ... More Details",5 - 8 yrs,
69722447 ,Industrial Planner,Alstom Projects India Ltd.,"industrialplanning,sapknowledge,englishproficiency,supplychainmanagement,excelskills,mx",https://www.timesjobs.com/job-detail/industrial-planner-alstom-projects-india-ltd-2-to-5-yrs-jobid-n1xwy40tkY5zpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Industrial PlannerDate: 3 Oct 2023Location: Sahagun ,  HID ,  MXCompany: AlstomEn Alstom ,  entendemos las redes de transporte y lo que mueve a las personas. Desde trenes de a... More Details",2 - 5 yrs,
69646480 ,Senior Buyer with French / English,Alstom Projects India Ltd.,"buyingexpertise,procurement/purchasingknowledge,erpsystems,englishandfrenchfluency,communicationandcollaboration,legal,vouchers,finance,expenses",https://www.timesjobs.com/job-detail/senior-buyer-with-french-english-alstom-projects-india-ltd-2-to-5-yrs-jobid-UERUSSCi8nJzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Senior Buyer with French / EnglishDate: 3 Aug 2023Location: Cluj-Napoca ,  ROCompany: AlstomAt Alstom ,  we understand transport networks and what moves people. From high-spee... More Details",2 - 5 yrs,
69161425 ,ICS Consultants ( Industrial Control System ),Magika Smartech,"backup,wifi,ip,dns,trendmicro,installation,smtp,activedirectoryservices,ics,ethernet,configuration,domaincontroller,network,dhcp,os,networkadministration,securitypolicies",https://www.timesjobs.com/job-detail/ics-consultants-industrial-control-system-magika-smartech-mumbai-5-to-6-yrs-jobid-hW__SLASH__1__PLUS__M39KTNzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
JOB DESCRIPTION Magika has opening for ICS Consultants in Hail ,  Kingdom  , Saudi Arabia Roles Security Analyst  ( ICS Consultants )  Experience - 3- 4 Yrs in OT / ICS  ( Ind... More Details",5 - 6 yrs,Mumbai
69722486 ,Supplier Quality Manager H /  F,Alstom Projects India Ltd.,"supplierquality,inspectionandtesting,nonconformitiesmanagement,supplierperformance,teammanagement,production,fabrication,des,action,maintenance",https://www.timesjobs.com/job-detail/supplier-quality-manager-h-f-alstom-projects-india-ltd-5-to-10-yrs-jobid-oH4ZQnMDDAhzpSvf__PLUS__uAgZw==&source=srp,06/01/2024,"Job Description:
Supplier Quality Manager H /  FDate: 4 Oct 2023Location: Belfort ,  FRCompany: AlstomReq ID:434971At Alstom ,  we understand transport networks and what moves people. From hig... More Details",5 - 10 yrs,
69786821 ,Associate Agency Development Manager,"Tekpillar
     (More Jobs)","BFSI,SalesManager,Promotions,Distributor,Insurance,RealEstate,Creditcard,LeadGeneration,Banking,FieldSale,B2BSales,DirectSale,ChannelSale,OutsideSales",https://www.timesjobs.com/job-detail/associate-agency-development-manager-hdfc-standard-life-insurance-co-ltd-delhi-2-to-5-yrs-jobid-dc7a0TPHoShzpSvf__PLUS__uAgZw==&source=srp,09/01/2024,"Job Description:
As anAssociate Agency Development Manager ,  you will be responsible for identifying and qualifying potential customers through proactive outbound prospecting and lead generat... More Details",2 - 5 yrs,Delhi
69786874 ,C   with Linux � || 3-8YRS ||Kolkata|| ( WFO ),"2COMS Consulting Pvt Ltd
     (More Jobs)","C,Linux",https://www.timesjobs.com/job-detail/c-with-linux-3-8yrs-kolkata-wfo-2coms-kolkata-3-to-8-yrs-jobid-1i__SLASH__Mx1kmk6xzpSvf__PLUS__uAgZw==&source=srp,09/01/2024,"Job Description:
Our Client is an Indian multinational technology company ,  a pioneer in Product Engineering  &  Digital Transformation delivering concept to market and chip to cognition R & ... More Details",3 - 8 yrs,Kolkata
69786122 ,HVAC Technician  Job In SINGAPORE,"CLOUD VISA IMMIGRATION LLP
     (More Jobs)","ACrepairengineer,actechnician,hvactechnician,serviceengineer",https://www.timesjobs.com/job-detail/hvac-technician-job-in-singapore-cloud-visa-immigration-llp-singapore-5-to-10-yrs-jobid-M7Kyy8R3UgdzpSvf__PLUS__uAgZw==&source=srp,08/01/2024,"Job Description:
Call or WhatsApp to Ms. Sneha -9311529770Responsible for installing ,  servicing ,  and maintaining air conditioning and heating equipment in residences ,  commercial ,  and i... More Details",5 - 10 yrs,Singapore
69786586 ,Job opportunity as Sous Chef  /  Chef de Partie for New Zealand,"2COMS Consulting Pvt Ltd
     (More Jobs)",Hospitality,https://www.timesjobs.com/job-detail/job-opportunity-as-sous-chef-chef-de-partie-for-new-zealand-2coms-hyderabad-secunderabad-4-to-10-yrs-jobid-UJHiyvBuKfNzpSvf__PLUS__uAgZw==&source=srp,08/01/2024,"Job Description:
Our Client: Our Client is the leading provider of employer-focused immigration services in New Zealand. Our immigration team is the largest and most experienced in New Zealand... More Details",4 - 10 yrs,Hyderabad/Secunderabad
69786861 ,Relationship Manager,"Tekpillar
     (More Jobs)","Sales,Market,Insurance,Broking,Banking,Channel,Client,Relationship,Lead,Loans,ConsumerDurable,BusinessDevelopment,B2B,B2C,BFSI,FMCG,Health,Pharma,Medical",https://www.timesjobs.com/job-detail/relationship-manager-tekpillar-gulbarga-2-to-5-yrs-jobid-vKxd9dFQdNVzpSvf__PLUS__uAgZw==&source=srp,09/01/2024,"Job Description:
Description of Work:You will have a major role in marketing and selling insurance products through the associated bank branch as a Relationship Manager-Insurance Sales. Work c... More Details",2 - 5 yrs,Gulbarga
